gene,cosine_similarity
Prpf38a,0.5892751
Tbkbp1,0.589222
Polg,0.5892089
Dnajb4,0.58916223
Stard3nl,0.5891028
Gtf3c4,0.58910227
Vps53,0.58896315
Wdr11,0.5889536
Babam1,0.58895195
Gnl2,0.5889419
Sec23ip,0.588891
Cpeb1,0.58877635
Cry1,0.58875823
Rnf41,0.5887512
Ptcd3,0.58874255
Dopey2,0.5886922
Edc4,0.5885808
Wdr36,0.5884929
Atxn7l3,0.5883986
Sgpp1,0.58836967
Zc3h7a,0.5882964
Lin52,0.58820903
Upf2,0.5881174
Ano4,0.58811265
Aip,0.5878711
St8sia5,0.5878461
Rpl12,0.5876574
Wiz,0.5876454
Gsto1,0.5876307
Fuom,0.5876138
Atg7,0.5874434
Wdr43,0.5873987
Gapvd1,0.5873199
Pef1,0.5872506
Lrrfip1,0.58722883
Cnst,0.5872131
Dapk1,0.5871593
Nlgn1,0.5871262
Wdr77,0.58705604
Gas6,0.5869746
B630005N14Rik,0.58693683
Mybbp1a,0.58693665
Rgs12,0.5868731
Ankrd13b,0.5868199
Tsen15,0.5868059
Scn1a,0.58680516
Scand1,0.58679193
Apba2,0.58673847
Cacnb2,0.5866516
P2ry12,0.58663994
Osbpl6,0.5864916
Txndc9,0.58628213
Cdc27,0.5862282
X1110008P14Rik,0.58614755
Rab23,0.5860541
Pdk2,0.58591473
Med15,0.58591413
Creld1,0.585763
Snx32,0.58555084
C1qb,0.58551645
Tmtc4,0.58547944
Tmem230,0.5854747
Prkag1,0.5854732
Stx3,0.5853708
Rsrc1,0.5853021
Rbm17,0.58529997
Peg3,0.5852791
Dnajc1,0.5852573
Mgat1,0.58519596
Znf512b,0.585168
Dimt1,0.58509797
Cav1,0.5850689
Mrpl15,0.58505005
Zfx,0.58504874
Eif4enif1,0.58503026
Hey2,0.58501035
Fam214b,0.58498174
Meaf6,0.58494526
Mblac2,0.5848505
Cdk4,0.5848293
Crls1,0.584826
Ralb,0.584813
Ppm1f,0.58481014
Mitf,0.58463657
Napb,0.5846171
Cspp1,0.58456516
Senp5,0.58454585
Zbtb33,0.58454067
Rdh14,0.58439595
Tax1bp3,0.5842812
Sar1a,0.58416814
Exoc2,0.5840935
Mbd5,0.5839663
Tceal1,0.5838582
Fbxo38,0.58368033
Rnf165,0.583635
Tgfbrap1,0.5836028
Smarca1,0.5835107
Tars,0.5834592
Tmem68,0.5833681
Plxnc1,0.58336735
Mettl23,0.58336234
X0610007P14Rik,0.5832713
Bgn,0.5832174
Arhgap23,0.5831797
Gtf2h1,0.5831775
Bphl,0.5831454
Golim4,0.5831398
Eps8,0.5831263
Nap1l3,0.58283097
Aida,0.5827695
Nploc4,0.58266026
Sertad4,0.5826396
Rnf38,0.5826154
Btbd2,0.5824424
Gcnt1,0.58228785
Amot,0.58222413
Nme3,0.5822092
Dusp1,0.58212095
Dgkg,0.5820978
Pfdn2,0.58209425
Sh3pxd2a,0.58204496
Rae1,0.5818389
Numb,0.5817752
Atad3a,0.58173746
X1110058L19Rik,0.5817207
Begain,0.581658
Nr1d1,0.58157814
Aph1a,0.5815689
Samd14,0.5813824
Usp38,0.5813231
Kdm1a,0.5812498
Hspbp1,0.58124965
Exosc8,0.5812442
Rnpep,0.58105177
Sgsm3,0.5809714
Sqle,0.580866
Tmem109,0.58078563
Zfp771,0.5807321
Dpy30,0.58072525
Soga2,0.58069247
D7Ertd715e,0.58068216
Aasdhppt,0.5806592
Rgl2,0.5804646
Unkl,0.5803752
G6pdx,0.5803346
Pdpn,0.5803142
Sgpl1,0.580292
Ptpn13,0.58020383
Kbtbd4,0.5801999
Scamp3,0.5801407
Ppil2,0.5800422
Gga3,0.5798647
B3gat2,0.57979125
Bdh1,0.5797838
Slc25a14,0.5797324
Cttn,0.57963383
Pex2,0.57957304
Nkain2,0.579463
Fam89b,0.579456
Igsf21,0.5793163
Sugp2,0.5793047
Aldh3a2,0.5792317
Las1l,0.5791521
Chl1,0.5791339
Nfyc,0.57910407
Mical3,0.57908756
Ppp3cc,0.5790708
Cyth3,0.57905644
Urm1,0.5790362
Tug1,0.5789123
Rrm2b,0.57880425
Tsc1,0.57864887
Rnf215,0.5785434
Sh3kbp1,0.57843953
Med25,0.57828045
Lonrf3,0.5782362
Ptpn5,0.5782113
X1700123O20Rik,0.57813966
Rbm10,0.5781159
Txndc12,0.57808995
X6030419C18Rik,0.5780878
X1110037F02Rik,0.5780615
Dedd,0.57793534
Lrp12,0.5778387
Tfam,0.57781726
Qser1,0.57755935
Ap3b1,0.5774621
Zfp512,0.57741374
Kbtbd7,0.57740766
Glrx2,0.57729626
B3galt2,0.57720083
Pdcd5,0.57701313
Alkbh6,0.5769389
Ufl1,0.5768854
Fam175b,0.576774
Sdhaf2,0.57673025
Nipal3,0.57667404
Arfgap2,0.5766491
Mtmr11,0.5766142
Polr2b,0.57660234
Ccm2,0.57657623
Sec24a,0.5765754
Exoc6b,0.5765595
Zfp318,0.576482
Rnf169,0.5762386
Trappc12,0.57623756
Szrd1,0.5761848
Slc35a4,0.5761761
Lemd3,0.5760931
Mcur1,0.575913
Dpcd,0.57588726
Syne2,0.57587737
Bola3,0.57585704
Ept1,0.5758325
Asb8,0.57578874
Fgf9,0.57578063
Cnih4,0.57569206
Dtx1,0.5756299
Mrpl50,0.5756021
Adhfe1,0.57557803
Id1,0.57552624
Polr2e,0.5754235
Trim41,0.57528585
Rapgef6,0.5752635
Gorasp1,0.57517594
Grb10,0.57512677
Dnajc11,0.5751162
Cnep1r1,0.5750765
Tdrd3,0.5750626
Dnajc2,0.57504565
Nipsnap1,0.57504284
Mrps15,0.5749838
X1110057K04Rik,0.5749722
Zfand2a,0.5748969
Fbxo33,0.57480985
Sgk1,0.57475376
Cpne8,0.57464904
Anapc2,0.5746194
Tubgcp3,0.57455885
Psme1,0.574549
Birc2,0.574525
Mef2a,0.5744901
Tob2,0.5744876
Rhot2,0.57444143
Atg2b,0.5744368
Pcdh8,0.5743009
Kxd1,0.57429874
Krcc1,0.5742067
Usp1,0.5741994
Tox4,0.5740947
Gnpda2,0.57392734
Fam213b,0.5738059
Chd7,0.5737866
Kdsr,0.5736354
B4galnt1,0.57357574
Trpm3,0.57343525
Gnptab,0.5732825
S100a13,0.57325375
Omg,0.5732481
Slc25a18,0.5731901
Syn3,0.57312906
Tmed8,0.57306504
Sema3e,0.5730033
Oxa1l,0.5729505
Kdm4a,0.57294095
Fam114a2,0.5727556
Pop4,0.5727501
Notch1,0.5727223
Pgm2,0.5727044
Dusp11,0.57266057
Rbm12b2,0.57261604
Nosip,0.57230294
Zfyve20,0.57227856
Necab3,0.5722182
Wbp7,0.572203
Gps2,0.57212466
Psenen,0.5720587
Sertad2,0.5720459
Steap2,0.5719982
Rnf138,0.57165956
Cldn5,0.5716542
Whrn,0.5716171
Plec,0.57160956
Zfp532,0.57160723
Ikzf5,0.57153714
Actr8,0.57149637
Pcx,0.57131374
Spg21,0.57131326
Lrig2,0.57129896
Irak1bp1,0.5712229
Mast1,0.57121706
Mcu,0.5711888
Bcap29,0.57116073
Arhgdig,0.5711487
Sorcs3,0.57114387
Mib2,0.5711226
Fh1,0.57106304
Acyp1,0.5710033
Atpaf1,0.57099044
Med10,0.57095516
Nck1,0.5709143
Slc9a3r2,0.57091105
X1810022K09Rik,0.5708545
Tsr2,0.57085353
Erp44,0.5708529
Gm12709,0.5707489
Mtx3,0.5707447
Med28,0.5706833
C2cd5,0.5706136
Nefh,0.57057214
Pcnxl4,0.57056737
Plat,0.5705639
Ddx26b,0.57052284
Ercc5,0.5705217
Flcn,0.57046014
Slitrk2,0.57043904
B3galtl,0.5703617
Tpgs2,0.57026815
Tpcn1,0.5702308
Fam133b,0.5702258
Nid1,0.57020724
Thap11,0.570175
Traf3,0.57014436
Pcdh15,0.570067
X2410006H16Rik,0.5700468
Stard10,0.5699798
Mrpl32,0.5699697
Rexo1,0.5699361
X4930506M07Rik,0.569901
Ccdc41,0.56989026
Jagn1,0.56966186
Kat2a,0.56960976
Med24,0.5695609
Epb4.1,0.56944555
Dusp26,0.56936306
Mbd6,0.5693483
Snrpb2,0.5693453
Trappc9,0.5693136
Spg7,0.56921285
Pgam5,0.56916636
Larp4b,0.5691515
Hdhd2,0.5690957
Frs2,0.5690445
St3gal5,0.56902033
Zfp746,0.56897324
Ash2l,0.56893665
Tmem165,0.56888443
Rgs20,0.5687648
Gm12504,0.5686643
Anks3,0.56863564
Eml4,0.5686196
B3galnt2,0.5685383
Dcaf12l1,0.5684826
Ctr9,0.56844467
Sf3a3,0.5683137
Extl3,0.56827635
Rftn2,0.5682608
Rab11fip5,0.568174
Nhsl1,0.5681336
Tmem181c.ps,0.5681153
Cald1,0.5681065
Arhgef18,0.56809914
Clk3,0.56806535
Tomm34,0.5679882
Abcg1,0.56793076
Hs6st1,0.5678887
Slc5a3,0.5678069
Neurl1b,0.5677735
Dlg5,0.56773317
Hmg20a,0.5677152
Ifit2,0.56770885
Slc39a12,0.5676527
Mrpl53,0.5675409
Kcnk3,0.5674325
Gmcl1,0.56734645
Commd7,0.5671686
Atp11c,0.56715965
Gtdc1,0.5671504
Ttc17,0.5669939
Fdft1,0.5666896
Ptpn23,0.5665396
Stx6,0.56653136
B230120H23Rik,0.5664611
Insr,0.56645733
Arfrp1,0.5664488
Slc15a2,0.56637484
G6pc3,0.5663532
Rbm8a,0.5662576
Phyhip,0.5662197
Lamp5,0.56610864
Nicn1,0.56607604
Il33,0.56603986
Usp15,0.56594646
Cpne2,0.5658712
Ralgapa2,0.565867
Ext2,0.5658033
Map7,0.56567574
Ubn1,0.5656165
Cxxc1,0.56543905
Esyt2,0.56533056
Gdpd5,0.56525415
Gyg,0.5652126
Gyk,0.5650543
Med22,0.5650411
X1200011I18Rik,0.56496805
Bcl7a,0.56491786
Phf5a,0.56483865
Lrrc16a,0.56478494
Cndp2,0.56474453
Zcchc12,0.5646933
Minpp1,0.5643901
Gpr155,0.5643743
Sec61g,0.5643561
Necab2,0.5643452
Knop1,0.5643435
Tet3,0.5642646
B4galt5,0.56425637
Snx16,0.5642231
Rrnad1,0.5641673
Eif2a,0.56411445
Tmem63b,0.5640851
Grb14,0.56406224
Nvl,0.5640539
BC005764,0.56396264
Inpp5b,0.56390333
Txndc17,0.56389356
Akap1,0.563874
Gopc,0.56380916
Sema3a,0.56380165
Dusp7,0.5637983
Gtf2b,0.56379694
Vps16,0.5637617
Leo1,0.5637605
Cabin1,0.56366473
Cpne5,0.56366336
Cux2,0.56364465
Rsl24d1,0.5636114
Trim27,0.5635331
Runx1t1,0.56345916
Ilkap,0.5634501
Dennd6a,0.56344086
Abcf3,0.5634194
B230217C12Rik,0.5634161
Lias,0.56341374
Ict1,0.5633725
Rai1,0.56325316
Ttc1,0.5632057
Thra,0.5631486
Strip2,0.5631264
X2300009A05Rik,0.5631247
Mapkapk5,0.56294185
Rad9a,0.56282425
Patz1,0.562737
Preb,0.5627322
Ddx54,0.5626333
Ptprb,0.5625766
Mkl1,0.56255615
Nras,0.56254035
Rps19.ps3,0.562519
Golt1b,0.56247497
Kcnma1,0.56243426
Cluap1,0.5624313
Slc25a28,0.5624235
Dtx4,0.56241953
Hat1,0.5623294
Vps52,0.56223595
Mical2,0.5621506
Tbk1,0.5621201
Arnt,0.56210446
Safb,0.56209177
Gpr125,0.5620665
Kbtbd2,0.56203526
Ddx25,0.5620004
Prkra,0.5619902
Map3k4,0.5619096
Prpf40a,0.5618592
Qars,0.56180924
Stam2,0.5617963
Tfip11,0.5616463
Arhgap1,0.56135845
Sft2d2,0.5613288
Parl,0.5613104
Pygm,0.5612968
Akr1e1,0.5611692
Pcca,0.56115466
Txndc5,0.56115144
Tk2,0.56109804
Ttl,0.5610939
Polr3k,0.561079
Cobll1,0.56102693
Tubg1,0.5609858
Ppt2,0.5608959
Tbc1d23,0.56088185
Dhx57,0.5607419
Cebpg,0.5607206
Crhr1,0.56059086
Zfp703,0.5605552
C2cd2l,0.56043446
Rfwd2,0.56013525
Abcb10,0.56011015
Unc119,0.56007046
Maz,0.5600262
Specc1,0.55996996
Pno1,0.55990064
Rab33a,0.55989474
Erdr1,0.5598915
Cdk2ap2,0.5598645
Tyrobp,0.5598583
Npas4,0.55982244
Ubald2,0.5597449
Slc27a4,0.5597427
Crebbp,0.5595276
Fastk,0.5594941
Asic1,0.55948967
Glt25d1,0.5594657
Ddit3,0.55934817
Ccz1,0.5593288
Pag1,0.5593208
Ezh1,0.55928594
B930041F14Rik,0.5591749
Plekha5,0.55913526
Slc11a2,0.55912817
Zc3h4,0.5590033
Zfp516,0.55894446
Prkaa2,0.55892843
Smoc1,0.5585258
Stoml2,0.55852187
Shb,0.55844736
Fam220a,0.5584384
X4933411K20Rik,0.5583889
Sin3a,0.5582913
Wfs1,0.558272
X1110004E09Rik,0.5581864
Brsk1,0.558141
Elovl2,0.55813724
Scrg1,0.5581163
Ube4a,0.55808216
Porcn,0.55799615
Srxn1,0.55791366
Cdkn2aip,0.55790955
Chsy1,0.5578901
Eif2ak1,0.55783314
Cbfa2t2,0.5578253
Idh2,0.5578125
Pithd1,0.5578039
Sympk,0.5576048
Cdh20,0.5576
Ncln,0.557548
Wnt5a,0.55754393
Ints1,0.5575272
Cnot6,0.5574609
Tnfrsf21,0.5574608
Rnpc3,0.5572893
Arfgap1,0.5572594
Tbpl1,0.5571366
Rnft1,0.5570501
Timm10b,0.5570488
X0610010F05Rik,0.5570377
Taf11,0.55700785
Faf2,0.5568904
Entpd5,0.5568881
B630019K06Rik,0.5568842
Litaf,0.5568555
Cygb,0.55682075
Tmem129,0.5567794
Sh3rf1,0.556709
Ptcd2,0.556707
Lpin1,0.5566992
Commd6,0.5566961
X4930402H24Rik,0.55665886
Memo1,0.556638
Fam96b,0.55663407
Itgb5,0.5565855
Tmed3,0.55657685
Rpgr,0.5565655
Ptprt,0.55653244
Scfd1,0.55650115
Brsk2,0.55644226
Nkrf,0.556352
Gng2,0.5562377
Nup50,0.5562203
Aup1,0.55617696
Yeats4,0.5561508
Gp1bb,0.5561017
Gpr124,0.5559954
Flnb,0.55599517
Sox2ot,0.55596834
Prkab1,0.5559583
Pgs1,0.5559556
Naa40,0.5559374
Ssh2,0.5553896
Ino80,0.55529684
Ptpmt1,0.55510515
Bzw2,0.55503696
Foxn2,0.5549874
Ppp1r16a,0.5549767
Pex7,0.55486006
Acad8,0.5548534
Zfp422,0.554519
Acss1,0.5544597
Cyp2j6,0.5543386
Wdr35,0.55432534
Lrrc16b,0.55431217
Rab4b,0.55428857
Ankle2,0.554278
Agxt2l1,0.55421615
Ptcd1,0.55415946
Pfkfb3,0.55412066
Pex13,0.55410177
Stxbp3a,0.5540752
Bcl2l13,0.5540206
Phka1,0.55401504
Slc25a1,0.5539685
Lrrtm2,0.5539683
Zc3h18,0.55392087
Magoh,0.5538971
Ing4,0.55367064
Acad9,0.5532268
Limk1,0.5531485
Man2c1,0.5530964
Abhd5,0.5530253
AI462493,0.5529768
Stau2,0.5529412
Rab34,0.55290014
Dhdds,0.55277336
Nppa,0.55272317
BC005561,0.55270857
Pnp,0.5527002
Tmcc3,0.55267084
Spr,0.55261505
Cadps2,0.5525871
Ankrd34a,0.5525695
Sec22b,0.55251056
Gcn1l1,0.5524801
Hsf2,0.5523655
Setd8,0.5523637
Rela,0.55235547
Thoc1,0.55234826
Gid8,0.5523007
Ggh,0.5522542
Chmp3,0.55220985
A230050P20Rik,0.5522
Vezt,0.55215746
Tmem161b,0.5520836
Mrpl35,0.55199236
Mrps9,0.551945
Eif6,0.5519328
Ston2,0.55193067
Slain1,0.551919
Cep57,0.55181175
Lrrc73,0.55178607
Kcnh3,0.5517762
Irf2,0.55174184
Lemd2,0.55170816
Plekhj1,0.55169106
Cacfd1,0.5516906
Unc119b,0.5516555
Txndc16,0.551595
Coq7,0.55155647
Rin2,0.5515394
Men1,0.55147725
St13,0.5514483
Dohh,0.5513188
Ptp4a3,0.55123264
Cyb561,0.5511771
Arhgef25,0.55101335
Tapt1,0.55100703
Ruvbl1,0.55099237
Banp,0.55098605
Vcl,0.55097765
X0610010K14Rik,0.55091596
Cntnap4,0.55085003
Diablo,0.55078495
Prkaa1,0.55077094
Serf1,0.5506964
BC003965,0.55068535
Scgn,0.5506088
Mtus2,0.55058986
Ttc4,0.5505541
Mrpl43,0.55032104
Snx4,0.5502483
Ambra1,0.5502195
Spag7,0.5500732
Snx19,0.55005884
Shisa5,0.5499258
Dscr3,0.5498185
Pmp22,0.5497785
Sh3pxd2b,0.5497741
Uchl3,0.5497305
Mnt,0.5496514
B4galt3,0.5496402
Afap1,0.5495552
Agpat4,0.54949963
Zfp580,0.5494867
X2510039O18Rik,0.54941165
Nab2,0.5494011
Dhx40,0.54937106
Uap1,0.5493106
Ric3,0.54929453
Tom1,0.549284
Ufsp2,0.54923993
Gfra4,0.5492398
E430025E21Rik,0.5490012
Megf11,0.54887813
Unc13c,0.54887706
Slc39a7,0.5488613
Otud1,0.5487417
Eif2b1,0.54868215
Daam2,0.54868215
Pbx3,0.5485987
Rbm4,0.5485895
Ing2,0.5485863
Sdf2,0.54858196
Fam131a,0.54856616
Sun2,0.54851466
Ptpn9,0.54844725
Nfkbia,0.54835415
Polr2k,0.5481953
Nr2c2,0.5481644
Atf7ip,0.5481608
Dtymk,0.54803437
Otud7b,0.54795814
Nit2,0.5479376
Tmem134,0.5478949
Ptchd2,0.5478131
Msra,0.54777557
Tmem205,0.5477505
Mrpl14,0.547706
Krt10,0.5476493
Anapc16,0.5475459
Herc4,0.54752696
Tln1,0.5475051
Dynlt1b,0.5474788
Ift27,0.54743546
Filip1l,0.5473678
Tatdn2,0.5473587
Sec11a,0.5473502
Cgnl1,0.5473293
Hccs,0.5473021
Nfu1,0.54727566
Ipmk,0.5472596
Tmem160,0.54716957
Dscam,0.5471054
Il18,0.546963
Inpp5k,0.54688585
Sfmbt1,0.5468478
Dagla,0.5467787
Abhd17c,0.5467739
Flywch2,0.5467513
Siah1a,0.54673356
Resp18,0.54673254
Srpr,0.54673
Sorl1,0.5467231
BC056474,0.5466913
Mrpl23,0.54664123
Ubxn2a,0.54661286
Flot2,0.5465855
Actn1,0.5465643
Prepl,0.54655176
Sf3a1,0.5465377
Mrps16,0.5464222
Ctgf,0.5464201
Gzf1,0.546373
Pik3c2b,0.5462775
Pole4,0.54626834
Nt5m,0.5462387
Gpd1l,0.54620254
Rlbp1,0.5460764
Yes1,0.5460712
Inadl,0.545967
St7l,0.54593503
Lnpep,0.54592025
Nkain4,0.54583013
Brpf3,0.54581237
Dexi,0.5457812
Dgat2,0.5457388
Zcchc17,0.54572463
Aamdc,0.5457044
Seh1l,0.5456455
Cmtm6,0.5456089
Arhgap31,0.5455846
Rpap3,0.54553014
Cgrrf1,0.5454692
Acat2,0.5454165
Rgag4,0.5452184
Trip11,0.54521585
Tpst1,0.5452137
Asxl2,0.54517066
Osbp2,0.5450905
Slc35c2,0.54500115
Chchd7,0.54498965
Chid1,0.5449891
Cab39l,0.5449772
Clasrp,0.5449355
Arhgef3,0.5448961
Polr2j,0.5448525
Golga2,0.54484
Ccdc23,0.5448006
Cdkn2aipnl,0.54469234
Spry4,0.5446349
Sulf2,0.54452366
F3,0.54441833
Tfe3,0.5443219
Hsdl2,0.5443186
Irf2bp1,0.54430914
Ldb1,0.544267
Tcta,0.54413843
Cdr2l,0.54410124
Psmd5,0.5440754
Twsg1,0.5440181
Bbs1,0.5439843
Ccs,0.5439631
Cog4,0.5439393
Zdhhc14,0.5436608
Gtpbp4,0.5436504
Ncoa5,0.54357934
Camk4,0.54354393
Pepd,0.5434835
Rhbdd2,0.5434569
Atm,0.5431997
Ubap2,0.5431903
Ddah2,0.54316056
Man1b1,0.5431295
Epha10,0.54308003
Eif2b2,0.54291826
Stk32c,0.54289734
Pick1,0.54286444
Mob2,0.5428623
Pygo2,0.5428002
Plce1,0.5427133
Tmem158,0.5426787
Cpsf2,0.54267454
Rps19bp1,0.54266256
Erc1,0.542513
Nmd3,0.5425079
Tmem161a,0.5425019
Ints2,0.5423444
Mysm1,0.54196143
Hip1r,0.54193306
Klf15,0.54187596
Dynlt1a,0.541798
Lrif1,0.54173535
Sdr39u1,0.54157484
A830018L16Rik,0.5414479
Wdr75,0.5414192
Rnf166,0.54138315
Agfg1,0.5413621
Coprs,0.54135007
Fam19a2,0.5413447
Rusc2,0.5413
Magt1,0.54123586
Zxdb,0.5412323
Fam43a,0.54123026
Neurl1a,0.54114896
Chrm1,0.54114777
Cpne3,0.54113996
Cpt1c,0.54095834
Fam160b1,0.5409583
Klhl29,0.5409125
Bcar3,0.54065156
Etv3,0.5406321
Mrp63,0.5404795
Pcdh11x,0.5404706
Dab2ip,0.54038763
Gltp,0.54037875
Sephs2,0.5403416
As3mt,0.5403251
Slc31a1,0.54031825
Gpr137,0.54031724
Ppp1r7,0.5403021
Usp21,0.5402045
Acap3,0.54017246
Manea,0.540161
Celsr2,0.54011554
Unc45a,0.54009545
Nsun2,0.53994507
Dcbld2,0.5398493
Bad,0.539782
X6030458C11Rik,0.539652
Cdkl2,0.53964436
Kat5,0.5395967
Lurap1l,0.5395413
Trp53bp1,0.53953683
Zfp397,0.5395045
Slc33a1,0.53949374
Zhx2,0.53948605
Stk35,0.53944343
Prpf18,0.539435
Foxp2,0.5394134
Scamp2,0.53941196
Ecd,0.5392989
Med7,0.5392952
Trim62,0.53925997
Asxl1,0.5392481
B230118H07Rik,0.5391818
Atp9b,0.539169
Fbxo8,0.5390654
Ift81,0.53898686
Stk38l,0.53897834
Gm6402,0.53896534
Ccdc92,0.53895414
Rbbp5,0.53895336
Hid1,0.53889954
Rps15a.ps4,0.5388907
Zmym5,0.5387764
Stk38,0.5387605
Hs3st2,0.5387117
Gnl3,0.538681
Adck1,0.5386798
Aar2,0.5385583
Fuca2,0.53853464
Rp9,0.53847665
Nbl1,0.53845197
Arntl,0.5384431
Rnf168,0.53841066
P4htm,0.53840137
Zfp263,0.5381298
Rmdn1,0.5381284
Lrrc4,0.5381038
Igsf3,0.53806937
N4bp1,0.5380335
Lsm1,0.53799546
Cacna1c,0.5379545
Ankmy2,0.53783035
Zfp428,0.5378211
Poglut1,0.53781796
Hint2,0.53778714
Tsr1,0.5377819
H2.D1,0.537772
Cog6,0.5377436
Dgke,0.5376977
Sh3bp5l,0.5376795
Mtmr2,0.53763175
Slc38a10,0.5376124
Akap7,0.5375673
Map3k10,0.5375206
Tm2d3,0.53751886
Ramp2,0.5375144
Katnal1,0.5373852
Nog,0.53737867
Cdk12,0.5372687
Mypop,0.5371887
Topors,0.5371603
X1700021F05Rik,0.5371282
Asf1a,0.5371109
Npat,0.5370215
Nek7,0.53701663
Fam196b,0.5370071
Prps1l3,0.53679526
Ppa2,0.5367901
Rbm14,0.5367716
Mpp1,0.53676194
Tet1,0.536613
Hmgxb3,0.5365784
Nxph1,0.53651875
Brd8,0.53650546
Mrps35,0.5364531
Fbxw8,0.53644115
Oaf,0.53643864
Ost4,0.5364255
Ndufaf2,0.53642184
Rnf103,0.5364181
Lpp,0.53630173
X1110032A03Rik,0.5362066
Klf12,0.53616554
Coa6,0.5360267
Btbd9,0.5359772
Mgat4b,0.53597695
Bach2,0.5359638
Lmna,0.5357809
Col24a1,0.5357277
Trmt6,0.535708
Fhod3,0.5356529
Lrch2,0.53557837
Eif2b5,0.5354583
Phtf1,0.5353557
Yrdc,0.535355
Farsb,0.5353365
Aifm1,0.5353242
Rpp21,0.53526706
Zhx3,0.5351761
BC016423,0.5351031
Tubgcp5,0.5349558
Gripap1,0.534916
Mast3,0.5347833
Prkci,0.5347755
Phc1,0.53469205
D030056L22Rik,0.5346371
Lrrfip2,0.53463286
Senp3,0.53461117
Ift80,0.5346023
Wdr89,0.53449434
Flna,0.5342834
Sirt7,0.53425884
Tmem198,0.5342269
Herc3,0.5342164
Abracl,0.53420514
Vamp1,0.5342014
Tbc1d12,0.5340726
Phrf1,0.53401613
Med21,0.5339768
Atp6v0e,0.5338625
Neat1,0.5338372
Ythdc2,0.5338085
Grasp,0.53371936
Rerg,0.5336957
Klf6,0.5336273
BC018242,0.5336202
X9130401M01Rik,0.53352624
Mast4,0.5334429
Pccb,0.5333999
Mtpap,0.53334606
Rbm28,0.5332798
Slc25a25,0.53325945
AI414108,0.53321534
Dnttip1,0.5330266
Phkb,0.5328597
Abi3bp,0.532795
Papd7,0.5326899
Fam210b,0.5326528
Polr3gl,0.5325866
Mid2,0.53256756
Rbpj,0.53253067
Lars,0.53243726
Lmbr1,0.532364
Grm7,0.5322728
Dennd4b,0.53222656
Sike1,0.532199
Rnf5,0.5320995
Cacna2d2,0.5319512
Psph,0.53192186
Enpp4,0.53189766
Mrpl45,0.5318052
Ciz1,0.5317621
Hecw1,0.5317517
Zmpste24,0.5317324
Spns2,0.5317117
Pcyt1b,0.53170687
Plxdc2,0.53169066
Srm,0.53168994
X5730409E04Rik,0.5316701
Abl1,0.531661
Thumpd3,0.5316479
Dcun1d2,0.53162247
Wnk2,0.53149456
Rhbdl1,0.53146935
Tcf7l2,0.5314567
Meis3,0.5313902
Fbf1,0.53137875
Polr1c,0.5313479
Tspyl2,0.53130895
Amz2,0.53122646
Clmn,0.531211
Slc30a5,0.5312038
Cnr1,0.5311739
Gpr137b.ps,0.53116125
Lcorl,0.5310229
Yae1d1,0.53099644
Nol8,0.53096366
Actr6,0.5309399
Ifitm3,0.53091896
Fam78b,0.5307472
Sec22c,0.5306692
Map4k5,0.53066486
Focad,0.5306457
Ints10,0.5306018
Dennd1a,0.5305351
Stat1,0.5304447
Fez2,0.5303864
Mbtps2,0.53038275
Slc25a16,0.5303762
Brix1,0.5303656
Fem1a,0.53035635
Zbtb21,0.53035504
Smim20,0.5302748
Inppl1,0.530262
Atxn1l,0.53026134
St3gal3,0.530255
Dnajc12,0.5302249
Actl6a,0.5302098
Golga1,0.53020734
Timm22,0.53016984
Usp42,0.53015596
Gtf2f1,0.5300295
Dctn5,0.5299581
Rab15,0.5299553
Pfn1,0.52995265
Jph4,0.52993065
Mthfd1,0.5299269
Gigyf2,0.52991885
Foxn3,0.5297919
Zfp655,0.5297405
Parg,0.529636
Thumpd1,0.52954805
Clip1,0.52943945
Prpsap2,0.52934563
Cpeb2,0.529335
Stradb,0.5293007
Ly6a,0.52911663
Luc7l,0.5291083
Zfp407,0.5290741
Armcx4,0.52903575
Tspyl5,0.52901417
Tnpo1,0.5289149
X1110038F14Rik,0.5288935
Rpp30,0.52863365
Gbe1,0.5286334
Phf8,0.528548
Slc14a1,0.5284262
Mpv17l2,0.5284029
Zc4h2,0.52834237
Zfp423,0.52833265
Tmem248,0.528247
Smg6,0.5281981
Tle1,0.52810395
Mzt2,0.52797955
Sart3,0.52790725
Sap130,0.5279028
Tns1,0.52789736
Wnk3,0.527814
Zfp654,0.5277936
Lonrf2,0.52768505
Llph,0.5276258
Znfx1,0.52760243
Btbd17,0.5276001
Rbm12,0.5274933
Cckbr,0.52745116
Tmem43,0.52735806
Txlna,0.52734995
Rhoc,0.5272567
Rad54l2,0.5272455
Clec16a,0.5272229
Rnf19a,0.52714545
Fbxo41,0.5271153
Rian,0.52706313
Gatad2a,0.52701825
Ranbp10,0.52693117
Coq9,0.52692074
Rpa1,0.5268623
Ppfia4,0.52685004
Aprt,0.526793
Tmem115,0.5267747
Rchy1,0.5266507
Ago2,0.5266254
Smarcad1,0.5266176
Aarsd1,0.52656704
Fsd1l,0.52655166
Pdcd4,0.5265164
Ppp4r4,0.5264394
Coro1a,0.52635705
Cby1,0.5262809
Fam76b,0.5261311
Lhfpl2,0.5260979
X0610009B22Rik,0.52598023
Zfp414,0.5259381
Mgat2,0.5259081
Zbtb20,0.5258931
Aff1,0.52581847
Sh3bgrl2,0.5257624
