gene,cosine_similarity
Grrp1,0.15526375
Grhl3,0.15524654
Il20ra,0.15514845
E2f8,0.15514287
Tmem170,0.1550622
Nfatc4,0.15505221
Cog1,0.15504876
Sdcbp2,0.15501635
Blnk,0.15498993
Mbd4,0.15494677
Mettl2,0.15491197
Gm13629,0.15488923
Ngf,0.15484509
Gm6981,0.15478566
Atp10d,0.15478437
Mipol1,0.15477447
Tmem252,0.15474409
Pnma2,0.15474293
Kctd11,0.15472074
Cacna1b,0.15469211
Mre11a,0.15464981
Ptpn6,0.1545636
Mlf1,0.15453699
Gsg1l,0.1545224
Polr3g,0.15450682
Sptssb,0.15436561
Spag5,0.15431648
Tmem125,0.15431164
S100a9,0.15424596
Scara5,0.15424572
Pcdhb19,0.1542421
Rac2,0.15418732
Rabl5,0.15415406
Angptl1,0.15409115
X1700001K19Rik,0.15406132
Vwa5a,0.15405664
Ptger4,0.15400636
Bbs10,0.1539739
Wfikkn2,0.15375175
Fezf2,0.15374687
Fam160a1,0.15374559
Ccbl2,0.15369831
Stk33,0.15359993
Pigh,0.15356025
Crip3,0.15343489
Skap1,0.1533457
Gm8096,0.15330628
X4930412C18Rik,0.15328349
Gpr174,0.15325224
Rad54b,0.15321968
Ercc1,0.15320155
Gnrh1,0.15316382
Mfap4,0.15302896
Eci3,0.15297356
Il15ra,0.15294312
Evi5l,0.15291713
Nkapl,0.15282507
Zfp809,0.15278703
Mutyh,0.15277031
Ifi204,0.15272146
Rasal3,0.15259738
Osr1,0.15259002
Clec14a,0.15253668
Rnu12,0.15248282
Phkg2,0.15239005
Gpr83,0.15231614
Xaf1,0.15222384
Dpp4,0.15210246
Nat2,0.15209441
Trim7,0.15204316
Rab13,0.15201259
Gli3,0.15197268
Rgn,0.15195726
X2310015A10Rik,0.15193784
Il1rapl2,0.15193641
Arhgap19,0.1518946
Timp1,0.1518814
Ctrl,0.15187952
Phf11d,0.15184861
Setdb2,0.15179193
Helb,0.15173876
Shc3,0.1517334
Lamc2,0.15169236
Noc4l,0.15163791
X2810454H06Rik,0.1515784
Renbp,0.15157375
Lrat,0.1515619
H2.T23,0.15148738
Nrg1,0.15144838
Kcnk10,0.1514327
Cped1,0.15138032
E030011O05Rik,0.15137827
Pon3,0.15136805
Micall2,0.15124743
Ccnjl,0.15118635
Ddi2,0.15102625
Fetub,0.15099204
Tbx15,0.15096255
Gch1,0.15094458
Gm12429,0.1507836
Zkscan16,0.15077603
Drd1a,0.1507664
Pdlim1,0.15075196
Tnfaip8l1,0.15072735
Nusap1,0.15071991
Fam26e,0.15063314
Cdh9,0.15061909
Pf4,0.1506015
Has3,0.15055762
Gm13704,0.15055102
Gm17296,0.15052386
Dach2,0.15046674
Gpx6,0.15043049
Icosl,0.150405
Efna1,0.15039375
Phxr4,0.15038678
Rfc4,0.15029413
X9430091E24Rik,0.15027775
Smpd5,0.1500135
Podn,0.1499522
Nkx6.2,0.14987691
Prr15,0.14984094
Myom1,0.14976984
Morc2b,0.1496956
Slit1,0.14966524
Flt3l,0.14962277
Harbi1,0.14960593
Xkr4,0.1495828
Dhh,0.14955433
E2f1,0.14944819
Abcc8,0.1493847
Ggt5,0.14934596
Tenm1,0.14930591
Gpx2.ps1,0.14929943
Fgd1,0.14929114
Foxred2,0.14928749
Dvl3,0.14926983
Card6,0.14918295
X1700010I14Rik,0.14915672
Capg,0.14910392
Cxcl16,0.14905475
Hephl1,0.14898184
Dnahc1,0.14893472
Actg2,0.14892022
Gipc2,0.14892018
Lrriq1,0.14891393
X3110001I22Rik,0.14889601
Ptk7,0.14889161
Cldn1,0.14889035
X4930579G24Rik,0.14887384
Artn,0.1487659
Efhc2,0.14875418
Ltc4s,0.14863773
Gpr68,0.14857942
Insl5,0.1485661
Pik3cg,0.14854184
Krtcap3,0.1484637
B3gntl1,0.14843029
Dnahc7a,0.1484006
Hist1h2bp,0.14839388
Jph1,0.14837813
Rel,0.14836426
Krt20,0.1483596
B130024G19Rik,0.14828148
Gstm4,0.14826408
Tyms,0.14814742
Sln,0.14811617
Lrrc23,0.14810872
Swsap1,0.14802411
Slc16a13,0.147973
Zcchc16,0.1479695
Tph1,0.14794376
Ankrd55,0.14788698
Hist2h2ac,0.14776914
Gm19710,0.14767988
Gdnf,0.14763314
Mrm1,0.14761162
Zbtb46,0.14758247
Dbf4,0.14755943
Bard1,0.14755937
Calca,0.14755726
Sgol2,0.14751288
Gm3604,0.14747636
Gm11696,0.14743283
Snora15,0.14737111
Cldn26,0.14735407
Diap3,0.1473366
Baiap3,0.1471474
Orc1,0.14708896
Ager,0.14706206
Bbs12,0.1469946
Rnf180,0.14691494
Rnf121,0.14678335
Jpx,0.14677995
Edaradd,0.14669016
Zfp93,0.14665963
Trpc2,0.14658417
Slc52a3,0.14655693
Cyr61,0.1465493
Ephb4,0.14642322
X4933426D04Rik,0.14640361
Cenpf,0.14638075
Iqcc,0.146328
Capn3,0.14630067
Hsf4,0.14627767
Mdfi,0.1462565
Meox1,0.1461861
Fancb,0.14616594
Ttll6,0.14598829
Gm12060,0.14596425
X1600020E01Rik,0.1459191
Pdss2,0.14585118
Vsig2,0.14584911
Gm9079,0.145815
X3110062M04Rik,0.14571872
Mir692.1,0.14571232
Gm13031,0.14568286
Pex26,0.14565642
Pcdhgb5,0.14560369
Gm6568,0.14559944
Higd1b,0.14545414
Hist1h4f,0.14534071
Itga2b,0.1452956
AI429214,0.14526074
Tlr4,0.14525
Ptgr1,0.145194
Pcdhga8,0.14515689
Klhl6,0.14515191
Wars2,0.14513601
Rbm24,0.14512594
X4933416I08Rik,0.14508693
Ston1,0.14508131
X2500004C02Rik,0.14503586
Pigw,0.14502949
Slc25a53,0.14499131
Ubxn11,0.1449869
Ifi205,0.14491731
Zfp352,0.14487049
Rims3,0.14486673
H2.Ab1,0.14479464
Spata9,0.14477533
Crybb3,0.14474522
Sox7,0.14473854
Plscr1,0.14469476
Mastl,0.14456093
Gdf9,0.14451946
Dhcr7,0.14444423
E130114P18Rik,0.14433455
Ebf1,0.1442599
Cenpj,0.14425108
Gm17455,0.14422989
Rpp40,0.1441865
Gm9897,0.1441777
X4931440P22Rik,0.14416263
D130043K22Rik,0.14411145
Zfp558,0.14405616
Adamts8,0.14400558
Hkdc1,0.14396071
F8a,0.14382306
Amt,0.14378688
X4833418N02Rik,0.1437792
X4831440E17Rik,0.14371675
Smad6,0.14371574
Nfkb2,0.14365375
Frem2,0.14359854
Ckap2l,0.14349878
Gm5113,0.14348699
Gpr98,0.14342876
Slc12a8,0.14332306
Grid2,0.14326636
Phf16,0.14326388
Nprl3,0.14325356
X9230114K14Rik,0.14307205
Wnt10a,0.14306639
X4930523C07Rik,0.14305682
Syne4,0.14305472
Fignl1,0.14301571
Slc22a15,0.14301187
Tmem196,0.14300591
Nrap,0.14297384
Mark4,0.14291431
Ogdhl,0.14288247
Aplnr,0.1428301
Cngb1,0.14276777
Fes,0.14275278
Gipr,0.14272355
Ninl,0.14260516
Rspo1,0.1426017
AW011738,0.14255579
Gm17762,0.14254951
Aqp5,0.14244494
Htr1d,0.1424183
Klre1,0.14241667
Armc6,0.14231694
Prc1,0.14220798
Dnase1,0.14211859
Birc5,0.14209116
Zfp791,0.14201932
Noxred1,0.14192031
Cenpe,0.14190733
Cd68,0.14190423
Abcd1,0.14189094
Slc16a3,0.14188774
Ccdc88b,0.14182173
Sbspon,0.14179575
Pabpc4l,0.14177552
Tor4a,0.14170372
Mlxipl,0.14160842
Cdh18,0.14160591
AV039307,0.14158519
Pex10,0.14157782
Col9a1,0.14156534
Sfrp5,0.14155662
Zfp940,0.1415524
Itgam,0.14148816
Rhbdf2,0.14146444
Zcchc4,0.14139378
A630075F10Rik,0.1413063
Accs,0.14129497
Plekhg4,0.14124838
Crb2,0.1412405
Mndal,0.14118561
Bglap3,0.14117214
Pdgfd,0.14108795
C8g,0.14108151
Kcnt2,0.14100297
Mis18bp1,0.1409372
Mettl1,0.14093673
S100a8,0.14092033
Asah2,0.14089681
Slc2a10,0.1408737
Ifi203,0.1408549
Zfp873,0.14079821
Bcl2a1b,0.14073369
Fbxo36,0.14072865
X5330426P16Rik,0.14071208
Tmem154,0.14071034
Zfa.ps,0.14070736
X1700008J07Rik,0.14067703
X9330133O14Rik,0.1406582
Zfp456,0.14059015
Tsnaxip1,0.1405336
Gstcd,0.14051203
Rrp36,0.14048675
Zfp709,0.14044867
Tmco4,0.1404428
Parp16,0.1403998
Bcl3,0.1403762
Pcdha12,0.14036986
B430319G15Rik,0.14028989
Socs1,0.14026976
BC051070,0.14021322
Atp6v1c2,0.14008394
Tcea3,0.14007433
Rpusd3,0.1400697
Ksr1,0.14004242
X9030612E09Rik,0.14003956
Lpar2,0.14001979
Hist1h2an,0.13994631
Cdh6,0.1399436
Irf7,0.13992201
Gng8,0.13990512
Btg3,0.13986026
X6230400D17Rik,0.13982101
Gimap8,0.13971585
Gm715,0.1397003
Zfp707,0.13969956
Aloxe3,0.13967814
X1700007L15Rik,0.13965069
Il16,0.13963054
Nmrk1,0.13961998
Adcy4,0.13960454
X9630028B13Rik,0.13960272
Gdpd3,0.13960162
Slc37a2,0.13959518
Slc25a21,0.13950942
B430212C06Rik,0.1393409
Xlr3b,0.13930249
Lrrc6,0.13928302
Cntnap5c,0.13925724
Myc,0.13924204
X6330415B21Rik,0.13921167
X1700034I23Rik,0.13916345
Lipg,0.1391303
Ccdc37,0.13912623
Ly6f,0.1391156
Snx33,0.13903984
Cst6,0.13900828
Haus5,0.13900638
Gm694,0.13895853
Rtp1,0.13895056
C230035I16Rik,0.13886115
Endou,0.13880847
Gm8580,0.13875216
Pcdhb21,0.13871114
Shd,0.13865651
P2ry6,0.13862228
Ncaph,0.13861041
Bag2,0.13855979
X4930506C21Rik,0.1385361
Ptpru,0.13852207
Cyp4f17,0.13836443
Fam129c,0.13831332
X1700095B22Rik,0.13831247
Ccdc60,0.13829173
Arhgap4,0.13824013
X1700029I15Rik,0.13822745
Fam19a3,0.13822038
Clec5a,0.13815269
Phf11c,0.13798074
Zfand4,0.13794991
Dnmt3b,0.13787663
Cenpk,0.13781449
Pcdhgb8,0.13778338
Sfn,0.13766253
Mars2,0.13761875
Ptgis,0.1376132
Tnfrsf4,0.13735513
Gabrr2,0.13729322
Tmem81,0.13728477
Ccr2,0.13711777
Gm16023,0.13703997
Fndc9,0.13703044
Ube2t,0.13698512
Gna12,0.13696073
Mtbp,0.13686648
X2610204G22Rik,0.13675387
Hist1h2bj,0.136626
Pfn4,0.1364736
Tbx3,0.13646626
Gm3230,0.13644905
Chrm3,0.13643153
Pcsk4,0.13642113
Igsf9,0.13638277
Ttc12,0.13635504
Kif24,0.1362979
X2900009J06Rik,0.13628662
Cd209f,0.13626267
Col5a3,0.13625678
Cd46,0.13619453
Nudt10,0.13616623
Tmem173,0.1361451
Pik3ap1,0.13612066
X2700046G09Rik,0.13608117
Cd37,0.13602063
C330013E15Rik,0.13597426
X4930426D05Rik,0.13596721
Ccdc15,0.13594705
BC030307,0.13592333
Cnbd2,0.13592312
Tfr2,0.13591236
Macc1,0.1358631
Trabd2b,0.13586257
Abcd4,0.13579307
Fam129a,0.13565466
Mapk1ip1,0.13564923
Cyp20a1,0.13558155
Gm9866,0.13556114
Fam166a,0.13555843
X4930429B21Rik,0.13551235
Ccdc64,0.13544457
Phkg1,0.13542153
Lrrc20,0.135364
Htr5b,0.13533646
Sema3b,0.13533641
Snhg10,0.13526854
Tfdp1,0.1352652
Vsig8,0.13518965
Tgif1,0.13512546
Hdx,0.13498253
BC055402,0.13496263
X2410137F16Rik,0.13476397
Cenpa,0.13471153
Ano2,0.1346899
Sh3d21,0.13456549
Dapl1,0.13454285
Icam1,0.13448478
A730036I17Rik,0.13440855
Lin28b,0.13439006
Slc15a3,0.13438237
Gm20199,0.13428381
Map4k2,0.13427085
Pip5kl1,0.13422443
Enkur,0.13412209
A630066F11Rik,0.13411625
Ccdc88c,0.13399741
Dpt,0.13395235
X1700045I19Rik,0.13394217
Cilp2,0.13394138
Ccdc11,0.13393313
Rgs9bp,0.13391829
Zbtb49,0.13391435
Gm6225,0.13385227
Abcb1b,0.13383456
Vdr,0.13375293
AA986860,0.13371783
Hdc,0.13370806
Bmp6,0.13362435
Lrrc25,0.13361672
Fam83h,0.13356507
Rbm43,0.13349198
Slc47a1,0.13346365
Pde8a,0.1334097
E130215H24Rik,0.13340105
Rtkn2,0.13339327
Plscr3,0.13336524
X2010001M06Rik,0.13332468
Zfp408,0.1333081
Gm9731,0.133282
Hhex,0.13326684
C130083M11Rik,0.13325459
Ggta1,0.13318343
Rep15,0.13315342
Fbln7,0.13314974
Asb5,0.13314706
X3110045C21Rik,0.13311672
Dera,0.13310826
Brat1,0.13309185
Muc5b,0.13306664
Ripk2,0.13299851
Gdf6,0.13297303
P2rx6,0.13296323
Bcl2l12,0.13294747
Fam159b,0.13289706
Lhx6,0.13287194
Kcnk6,0.13283366
Gm7854,0.13270941
A530054K11Rik,0.13259858
D030028A08Rik,0.13250649
B230378P21Rik,0.13243747
Grhl2,0.13239957
Tacr3,0.13230751
Palb2,0.13220619
Grin3b,0.13217674
Rims4,0.13205567
Pcdhac2,0.13201201
X4933433G19Rik,0.13193893
Cntn5,0.13192731
Kif9,0.13190556
Hmga1,0.13187087
Epha1,0.13184005
Gm17769,0.13181262
Cox7b2,0.13171948
X2610316D01Rik,0.1316664
Rbpjl,0.13164324
Ankrd23,0.13155963
Pgbd1,0.13154927
Gpr183,0.13140073
Rad51,0.13136402
Ptgs2,0.1313202
Poc1a,0.13129206
Ceacam2,0.13121101
Cdk3.ps,0.13119388
Snora33,0.13115282
Nxpe4,0.1311096
Zfp646,0.13110012
Notum,0.1310122
Pim1,0.13090006
Serpinb6b,0.13084665
X5430416N02Rik,0.13082643
E430018J23Rik,0.13082562
Xlr,0.13082129
Prdm9,0.13076109
X2700038G22Rik,0.13074766
Dna2,0.1306836
Agtr1a,0.13063341
D930048N14Rik,0.13057092
Pbk,0.13056211
H19,0.13054016
X1700071M16Rik,0.13051626
Sepsecs,0.13047162
Irak4,0.13045278
Pcdhgc5,0.13043508
Gm14137,0.13040738
Trmt13,0.1303945
X9230115E21Rik,0.13036597
X1700109H08Rik,0.13029596
X4931430N09Rik,0.1302857
G6pd2,0.13022324
Prss53,0.1302052
Tradd,0.13013545
Tpcn2,0.13011274
Pla2g4b,0.13008459
Pcdha11,0.13006306
Smpdl3b,0.12998852
Pvr,0.12996723
Zwilch,0.12996401
Insm2,0.12995537
Cryba4,0.12991963
Btbd19,0.12989935
Lrrd1,0.12982911
Gm10635,0.12972485
Atp8b1,0.12971471
X4930451G09Rik,0.12968114
Cdh15,0.12964916
Pomc,0.12964699
C1s,0.12962691
Dhtkd1,0.12958775
Col4a4,0.1294654
Ptges3l,0.12942979
Scd3,0.12940706
X5530401A14Rik,0.12939444
Edn1,0.12939198
Ccdc18,0.12937613
Bcl6b,0.12935418
X4732415M23Rik,0.12929626
Ect2,0.12929451
Mrgprf,0.12924303
Sgsh,0.12920779
Fads3,0.12917227
Havcr2,0.12913737
X2610318N02Rik,0.12911293
Bpifa6,0.12904796
AF357399,0.12888595
Krt9,0.12887971
Nrg4,0.12885836
Irf9,0.12868658
Ska3,0.1286803
Aurka,0.1286477
Tmem178b,0.12858646
Hnrnph3,0.128586
BC030867,0.12853546
Avil,0.12850392
Tma16,0.12850198
Atp10b,0.12843567
X5830415F09Rik,0.1284304
Mup4,0.12841879
Hist1h3e,0.12841609
Creb5,0.12821807
Pcdha8,0.12817861
Ccl2,0.12812182
Nek3,0.12811382
Sult6b1,0.12807594
Cdt1,0.12806489
Acn9,0.12805629
Mecom,0.12800677
Kirrel2,0.12794974
Eogt,0.12791483
Serpine1,0.12790921
Myo18b,0.12782654
Gm16907,0.12780724
Doc2b,0.12780635
Nuak2,0.12776008
Pcid2,0.127736
Cldn15,0.1276785
Mak,0.1276782
Smpx,0.12761305
X1600029O15Rik,0.12759896
Gm1564,0.12755784
X9530051G07Rik,0.12755229
Erbb3,0.1275479
Plch1,0.12751046
Plcg2,0.12742537
Tmem150b,0.12740733
Zbtb8a,0.12736048
Irx1,0.12732711
Myh7b,0.12728544
Efcab1,0.12726292
Tnfrsf25,0.12725641
Rarres1,0.12720248
Cdh24,0.12717892
X2610307P16Rik,0.1271561
Tph2,0.12713192
X4930555G01Rik,0.12710789
Grap,0.12705249
Cxcl9,0.12696931
Amhr2,0.12695614
Tbcd,0.12694705
Neil2,0.1268161
Pcdhga3,0.1268073
Fbxl21,0.12680545
Tmem28,0.12674424
Lgals12,0.12671128
Tdrd6,0.12670614
Ccdc87,0.12668766
Zpld1,0.1266008
B230209E15Rik,0.12657523
Hps6,0.12656023
Elmo3,0.12650433
Ccm2l,0.12646873
Acsf2,0.12632234
Mirlet7f.1,0.12629527
Tgm3,0.12619549
Gpr179,0.1261521
Nxpe2,0.12607962
Zfp59,0.12605046
Capsl,0.1260397
X4921531C22Rik,0.12599804
A330041J22Rik,0.12599748
X9230110C19Rik,0.12598172
Gins1,0.12595917
X4933417D19Rik,0.12595826
Rasal1,0.12589414
Epor,0.12589274
X2700099C18Rik,0.12589219
Gpr135,0.12583774
Gm128,0.1258369
D330050I16Rik,0.12583473
X1300002E11Rik,0.12580614
Snora2b,0.12573233
Stard6,0.12572733
Pcdhga7,0.12566166
Rnase1,0.12563075
Fam111a,0.12554449
Murc,0.12549274
Gm13399,0.12549055
Ern1,0.12538852
Car3,0.12530893
D2hgdh,0.12530139
Abca6,0.1252469
Thoc6,0.12524672
Dnahc17,0.12519863
Dsp,0.1251686
Snord91a,0.12514886
E530001F21Rik,0.12512857
Atp4a,0.1250039
X4930563E22Rik,0.124998204
Gm15708,0.12492974
Gpr133,0.12491496
Gm16386,0.12484522
Dnajb3,0.12482816
Gm10790,0.12478303
Gm13845,0.12476943
Hlx,0.12476541
X2700046A07Rik,0.12466854
X1300018J18Rik,0.12458578
Pcdha10,0.12445758
Olfr287,0.12444229
B4galnt4,0.124433786
Sult1c1,0.124404445
Mettl20,0.124399945
Mki67,0.12438376
Prr22,0.124368206
Lmod1,0.124358855
Vipr1,0.12435241
Dhx37,0.124344975
X1700101I11Rik,0.12433294
Nppc,0.124306455
Col10a1,0.1242914
Adamts17,0.124291316
Upp2,0.12427722
Rnf141,0.12420209
Clec7a,0.12414359
Agbl3,0.12412538
Inca1,0.124083035
X4930538K18Rik,0.12405635
Jsrp1,0.124022275
A730046J19Rik,0.12401
Bpifb6,0.1239979
Foxd2,0.12386796
Asf1b,0.12378879
Gm5126,0.12366457
Gk5,0.12363249
Zbtb8b,0.123456754
Gpr182,0.12345609
Wdr31,0.12344806
Pcdhgb4,0.12343708
Zfp53,0.123411104
Myh15,0.12338903
Oas1g,0.12335131
Mab21l1,0.12333236
Alox12,0.123279296
Fank1,0.1232543
Tbxa2r,0.123252176
Dio3os,0.123239525
Msx2,0.12322906
Tnnt2,0.12322867
X4930520O04Rik,0.123194136
Siglech,0.12318711
Shcbp1l,0.12313993
Rdh12,0.123126805
Tomt,0.123098224
Adamts6,0.12309546
Mcmdc2,0.123094484
Cox6a2,0.12307988
X1700028P14Rik,0.12307875
Pabpc1l,0.12307383
Hist1h4n,0.12307163
X2210404O09Rik,0.123062365
Sncg,0.12303359
Icos,0.12299895
Sept1,0.12286481
Gm11944,0.122758925
Rnd2,0.12257182
Frmpd3,0.12257169
Casp12,0.12256357
Mms22l,0.12255935
Gcfc2,0.1225168
Dazl,0.12250578
Ccl12,0.12242712
Wt1,0.12239617
Ar,0.12229778
Fbxo5,0.12206875
Usp51,0.12204884
Cyp4f16,0.1219167
Lcn2,0.12186898
Cmtm7,0.12186589
Bloc1s3,0.121840425
Pzp,0.121827394
Gm13308,0.121802434
Tlr1,0.12179968
Ybey,0.12173933
Snord47,0.121739134
Zglp1,0.12171946
X5430405H02Rik,0.12168688
Dnajb13,0.121676184
X1700013G23Rik,0.12162371
Scn4b,0.12160155
X3110082I17Rik,0.12154602
Rell2,0.121462196
Zfp942,0.12142764
Zfp71.rs1,0.12134564
Psmb11,0.12123788
Masp2,0.12121439
Zfp618,0.121154636
Olfm2,0.121136084
Tnfaip6,0.121131435
Aspn,0.12106192
Sema3g,0.12105872
Kri1,0.120978445
A830052D11Rik,0.12096271
X4732491K20Rik,0.12093313
Ppp1r3e,0.12093267
Tmprss9,0.12089233
Mtag2,0.1208563
Exosc9,0.12085241
AA465934,0.12085135
Tceanc,0.1208469
Zfp184,0.12083364
X4931414P19Rik,0.12078931
Lrrc10b,0.12077143
Khnyn,0.120678626
Tnfsf15,0.12065107
Fam154b,0.120636225
Clec18a,0.12057069
Cyp2a4,0.12050788
Mmp11,0.120484
Milr1,0.12042102
Peli3,0.12039101
Efhc1,0.12038447
Xpnpep3,0.12038252
Mtfr2,0.12036753
Pax6os1,0.120366365
Clcn1,0.120289624
X4930467E23Rik,0.120248385
Chrna2,0.12022357
X4921507P07Rik,0.120168984
Slc6a12,0.120152086
Gm10638,0.12014565
Neil1,0.12011373
Rhbdl2,0.120112956
Ppm1n,0.120003775
X4933407K13Rik,0.11998511
Oprd1,0.119970374
E030013I19Rik,0.11996442
Pcdhgb2,0.11994543
Zap70,0.119892314
Zfp536,0.11988469
Tpx2,0.11987286
Pcdha3,0.11986813
Mnda,0.119810015
Ppp1r2.ps3,0.11974941
X1810062O18Rik,0.11973431
Rbm47,0.11965732
Serpine3,0.11963005
Gm7102,0.119623885
Mylpf,0.11954275
Pnma1,0.119540155
Slx4ip,0.1195343
Tnfrsf13c,0.11951926
Olfr239,0.119510725
Olfr55,0.119510725
Pfn3,0.11944449
Umodl1,0.11940135
Frem3,0.11929052
Uhrf1,0.11924369
Jak3,0.11923006
Gm16596,0.119125664
Rpusd4,0.11911526
Adra1d,0.11906911
Gm2518,0.11903065
Spag4,0.11898887
Gm17660,0.11890398
Zar1l,0.118869044
X1700028J19Rik,0.118844114
Hist1h2bl,0.11879356
Gm2011,0.118756995
Dmgdh,0.11874175
Trpv4,0.11871936
Cacna2d4,0.11869874
Ccdc19,0.11854866
Rs1,0.11844838
AF357425,0.11826685
X1700019L03Rik,0.1182345
Rtp2,0.11817165
Gan,0.11817072
Satb2,0.118083745
Lsmem1,0.11799645
Ms4a6c,0.11793399
Gm5480,0.11793293
Cd274,0.117877424
Foxf1,0.11785815
Dok2,0.117795184
Tspan8,0.11775801
X1700112E06Rik,0.1177475
Stx11,0.11770586
X1700123M08Rik,0.11765218
Gldn,0.11761501
Rn4.5s,0.11754964
X4930429F24Rik,0.11745552
Erg,0.11745351
Asgr1,0.11742906
Igsf9b,0.11733933
X1500016L03Rik,0.11732533
Gm14827,0.1173239
Clec1a,0.11724341
X4932411E22Rik,0.11723941
Gm5141,0.11722177
H6pd,0.117210746
Fgd3,0.1171901
Gm11201,0.117101215
Aim2,0.11702894
Ankfn1,0.116822734
A230009B12Rik,0.116784245
Loxl2,0.116774686
Ncf4,0.11673336
Zfp442,0.116650514
Tgds,0.11658926
Eya4,0.11657731
Vax1,0.1165127
Lss,0.11646092
Gm16897,0.11643334
Sp140,0.11641677
Gm5434,0.11641413
Tbc1d2,0.11641234
Gal3st3,0.11640928
Ppp3r2,0.11639638
Plcb2,0.11633621
Cdkl4,0.11625086
Zfp939,0.11619751
Xxylt1,0.11616347
Ttll8,0.11615158
Tmem69,0.11595099
C430049B03Rik,0.11592993
X4930469G21Rik,0.11590273
Tmem45a,0.11589951
X9830147E19Rik,0.11586738
Cox4i2,0.11586477
Aldh1b1,0.11586213
X2210408F21Rik,0.115810335
Vit,0.11576326
Prkag3,0.11576217
Gstm7,0.115757
Klhdc1,0.11574252
A930012L18Rik,0.115689114
A230056J06Rik,0.11555515
Sigirr,0.1155545
Spata21,0.1155206
Hyal3,0.11549315
Rpl30,0.11547421
Slc22a2,0.11537196
Tekt2,0.11535156
Rtn4ip1,0.11514968
Tapbpl,0.11507316
X2810417H13Rik,0.115039736
Rgs18,0.11501971
Cd209a,0.115000695
Adamts16,0.11496098
Mafk,0.11495474
X1700065J18Rik,0.114934996
Tnfaip3,0.11487953
Gm711,0.1148006
Zfp947,0.11474883
Lemd1,0.11474287
X2310034G01Rik,0.11468993
Adcy3,0.1146769
Psrc1,0.11463539
Gsdmd,0.1145991
Pddc1,0.114583865
Nlrc5,0.114582404
Wfdc2,0.1145283
Tnfrsf9,0.11442697
Col14a1,0.11442273
Dbh,0.11440558
Ttr,0.11438123
Tcte1,0.11426304
D1Pas1,0.114256226
Six1,0.11421345
Trhr2,0.114205875
Klhl34,0.114198364
Nod2,0.11417261
Lrrc18,0.11413017
Dgat2l6,0.114054486
Chrna4,0.114015445
Grm4,0.11383096
Lamb3,0.11381608
Fgf7,0.11380321
X2610002J02Rik,0.11379187
Trp53rk,0.11373885
Gm5468,0.113725476
Ccnb2,0.11372137
B230209K01Rik,0.11369935
Rab39,0.11365059
Rgl3,0.11361718
Lefty1,0.11360913
Gm10658,0.11360388
Tmem51as1,0.11357302
Gm8773,0.11353164
Prrx2,0.11346024
Ptgdr,0.11329581
Angptl6,0.11320986
Zfp97,0.11318987
Haghl,0.113142245
Gdf1,0.11311766
AI839979,0.11308003
Lzts1,0.11302751
Itgal,0.11299345
Ajuba,0.11298043
Fmo5,0.11293544
Lrmp,0.11292165
X3110070M22Rik,0.11285575
Lhfpl5,0.11283495
Pcdha6,0.11282948
Pgap2,0.112828605
Snora23,0.11280262
Gm20172,0.11278679
Ppp1r3b,0.11278279
X1700012D01Rik,0.11271675
Atoh8,0.112709075
Fbxl15,0.11270005
Nek11,0.11267768
Gm8234,0.11266669
Dyrk4,0.11263093
Acr,0.11258802
Erich2,0.11256027
Hist1h2bk,0.112550855
Il10ra,0.11254753
Snora69,0.11245814
Asb4,0.11243115
Gm10825,0.11241853
Gpr82,0.11240927
Ehf,0.11237122
Tspan1,0.11230187
Muc6,0.112254664
Tsx,0.11222136
Snai2,0.11210683
Acot5,0.112097874
X1700073E17Rik,0.11206803
Gbp4,0.11198324
Speer4b,0.11195037
X2610027K06Rik,0.11182301
Pet117,0.111678354
C1rb,0.11166949
Pmaip1,0.1115969
Dnali1,0.11157474
Rimbp3,0.11153579
Serpinb9,0.111513555
Pcdhga2,0.111479715
Vangl1,0.11146463
X9130008F23Rik,0.11144124
Cxcr6,0.11144094
Gm4349,0.111420184
Ecm2,0.11141612
Pld6,0.11133409
X4921533I20Rik,0.11130484
Alkbh4,0.111277446
C2cd4c,0.11126459
Il12a,0.111160755
Lgals3,0.11109988
Zpbp,0.111080445
Mir98,0.11100053
Bcl2a1d,0.11095762
Llgl2,0.11093757
Osgin1,0.110934906
Arsj,0.11090006
Mmp23,0.11075358
Rft1,0.11067891
Mroh7,0.11065319
Gm16701,0.11064816
Tead3,0.11060727
Zfp951,0.11051512
Neu3,0.110464364
Adat2,0.11043067
Gm10125,0.11040068
Sh3tc1,0.110378295
Arr3,0.11024267
Pawr,0.11021054
Peg12,0.11013678
X4930539J05Rik,0.11012155
Rbp7,0.11011396
X2410021H03Rik,0.11007479
Rapsn,0.110045224
Cdk1,0.1099987
Phf11b,0.10999391
A930004D18Rik,0.10993276
Trim15,0.10992205
X5730559C18Rik,0.109859526
Htr2c,0.10983925
Glra4,0.10982709
Tnni1,0.10981944
Gm9776,0.10979024
A430105I19Rik,0.10970848
Gm11149,0.10968336
Wbscr27,0.10963129
Mme,0.10963103
X1810011O10Rik,0.109615155
Ccdc152,0.109507576
X4933413L06Rik,0.109487444
Tcfl5,0.10948307
X1700019G24Rik,0.10939886
Apobec3,0.10938142
Pcdha9,0.109369725
Tnfsf10,0.10936674
Pappa2,0.1093371
Ripk4,0.109268785
Syt17,0.109202
Hapln3,0.10907446
Robo3,0.10887584
X5430435G22Rik,0.1088732
